,x,y
0,0.1700680272108843,0.1060797012537194
1,0.3401360544217687,0.2009067629139639
2,0.510204081632653,0.285674762488867
3,0.6802721088435374,0.3614506457146441
4,0.8503401360544217,0.4291886312393083
5,1.020408163265306,0.4897411260117758
6,1.1904761904761905,0.5438705544592057
7,1.3605442176870748,0.5922588040941724
8,1.530612244897959,0.6355128675623192
9,1.7006802721088434,0.6741772587888032
10,1.870748299319728,0.7087402844135872
11,2.040816326530612,0.7396373444830177
12,2.2108843537414966,0.7672567895897504
13,2.380952380952381,0.7919461436448947
14,2.5510204081632653,0.8140164258792
15,2.7210884353741496,0.8337456035698115
16,2.891156462585033,0.8513819245189106
17,3.061224489795918,0.8671473248656822
18,3.2312925170068025,0.8812401522236775
19,3.401360544217687,0.8938379392469716
20,3.5714285714285707,0.9050993717002548
21,3.741496598639456,0.9151662176590932
22,3.91156462585034,0.9241652172042863
23,4.081632653061224,0.9322096743425652
24,4.2517006802721085,0.9394007895995052
25,4.421768707482993,0.9458290435224987
26,4.591836734693877,0.951575381905759
27,4.761904761904762,0.9567121748048844
28,4.931972789115646,0.9613040730569068
29,5.1020408163265305,0.9654088623524556
30,5.272108843537414,0.9690782367260984
31,5.442176870748299,0.9723583726826076
32,5.612244897959183,0.975290551507318
33,5.782312925170067,0.97791167482777
34,5.952380952380952,0.9802547653128232
35,6.122448979591836,0.9823493083664364
36,6.29251700680272,0.9842216619658404
37,6.462585034013605,0.985895399567016
38,6.63265306122449,0.9873915934284526
39,6.802721088435374,0.9887290732405366
40,6.972789115646258,0.9899246695957452
41,7.1428571428571415,0.9909934424434684
42,7.312925170068027,0.9919488438943588
43,7.482993197278911,0.992802898043816
44,7.653061224489795,0.9935663517163316
45,7.82312925170068,0.9942488223911372
46,7.993197278911564,0.9948588982457486
47,8.163265306122447,0.99540425675678
48,8.333333333333332,0.9958917642885896
